index,left,right,weyl_a,weyl_b,weyl_c,nearest_index,nearest_distance,match
67,2743,771,0.7786543662129377,0.6518865267911017,0.0,4407,1.0643590040119746,False
68,4605,1653,0.7563732976915123,0.5891115696753071,0.0,4408,1.0688280901112674,False
69,4092,2069,0.596118752707266,0.492645738906007,0.0,4437,1.0131391432641608,False
70,2878,4695,0.7558910663832865,0.626793901493198,0.0,4408,1.052787006640942,False
71,3647,646,0.6422275832699009,0.4344384158394655,0.0,4436,1.11404370959283,False
72,2228,779,0.7220665813557687,0.49330563162499524,0.0,4384,1.0166908307707947,False
73,809,2580,0.6522294244790547,0.5901359052515038,0.0,4467,1.164748489336565,False
74,3735,4291,0.5692065876483374,0.42696827108134516,0.0,4409,1.0115286890173627,False
75,3989,3051,0.7545203717003526,0.6794942391881246,0.0,4408,1.0833193774348093,False
76,1830,3888,0.6009309550976543,0.34752659025265925,0.0,4436,1.0989020299054737,False
77,1959,245,0.7755802215967851,0.25325088824690956,0.0,4501,1.0000458491513062,False
78,4668,154,0.7336269248019542,0.4822657062836601,0.0,4384,1.033311666822485,False
79,2766,2913,0.6264610477420813,0.49338666827568245,0.0,4439,1.005343546323807,False
80,165,79,0.7760445882966902,0.5311318487980206,0.0,4384,1.0452818616445363,False
81,1788,1503,0.7645085517147736,0.6109748208973966,0.0,4410,1.0714514402914965,False
82,4085,1050,0.7616612270801966,0.42986740086895486,0.0,4384,1.0182852074458002,False
83,2967,1356,0.7367672642297727,0.5358318790573258,0.0,4467,1.0068747889457397,False
84,527,773,0.7707627403742361,0.5242938128283845,0.0,4438,1.0068901990615973,False
85,3782,578,0.44193710869116565,0.4182081295571824,0.0,4357,1.0116387439657073,False
86,2059,2768,0.6509554199363476,0.4393895735335618,0.0,4438,1.1526854929570507,False
87,2153,3334,0.7214047598295412,0.6476536540204325,0.0,4410,1.104579493805114,False
88,452,2505,0.6747441529990867,0.43072673006610007,0.0,4384,1.0053103863400519,False
89,1984,2611,0.6026740316411328,0.5462311530316275,0.0,4434,1.0400949785108682,False
