weyl_a,weyl_b,weyl_c,size,w1,w2,w3,h1,h2,h3
0.7853981633974482,0.1792035876959437,-0.17603553475842748,46,6,4,1,4,5,2
0.7853981633974483,0.20151605476423562,0.18122213856661684,47,6,4,1,4,5,3
0.7853981633974482,0.21508193003913778,-0.18384262157397835,48,6,4,1,4,5,4
0.7853981633974483,0.2243317762597714,0.18510882358034308,49,6,4,1,4,5,5
0.7853981633974482,0.23112023063240184,-0.18559268339513846,50,6,4,1,4,5,6
0.7853981633974482,0.16255827742833606,-0.16127823109057093,50,6,4,1,4,6,2
0.7853981633974483,0.18250873074512874,0.1678704659700676,51,6,4,1,4,6,3
0.7853981633974483,0.19543242951737216,0.17062432931899263,52,6,4,1,4,6,4
0.7853981633974483,0.20425391695827777,0.17201610244726329,53,6,4,1,4,6,5
0.7853981633974483,0.21073402860003299,0.17261317441074286,54,6,4,1,4,6,6
0.7853981633974482,0.2676700620333339,-0.25243239733280554,40,6,4,1,5,2,2
0.7853981633974483,0.2953973103515306,0.2567825196389837,41,6,4,1,5,2,3
0.7853981633974483,0.31220129513412065,0.25879432397828417,42,6,4,1,5,2,4
0.7853981633974482,0.32361062627044745,-0.25961420687791303,43,6,4,1,5,2,5
0.7853981633974482,0.3319466526330146,-0.25977078496282235,44,6,4,1,5,2,6
0.7853981633974483,0.22561130036460852,0.22550833632509892,44,6,4,1,5,3,2
0.7853981633974483,0.25081054372788447,0.2302246828246588,45,6,4,1,5,3,3
0.7853981633974483,0.2660816554974339,0.23247835993701838,46,6,4,1,5,3,4
