index,entry,diagram,size,weyl_a,weyl_b,weyl_c
2852,2852,"(6, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",24,0.7853981633974482,0.3834212566937598,-0.19909207731057954
2853,2853,"(6, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1)",24,0.7853981633974483,0.1374200481543622,-0.0745864461719492
2854,2854,"(6, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1)",24,0.7853981633974483,0.14543062466678514,0.09977647542810342
2855,2855,"(6, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1)",24,0.7853981633974482,0.1487285161753169,-0.11893611932875903
2856,2856,"(6, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1)",24,0.7853981633974481,0.15189429963319068,-0.13874268947665236
2857,2857,"(6, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",24,0.7853981633974481,0.16239375815842738,-0.15657223179210433
2858,2858,"(6, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",24,0.7853981633974481,0.19377563673468323,-0.16426122512621166
2859,2859,"(6, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",24,0.7853981633974482,0.24068708191536103,-0.17736004544983341
2860,2860,"(6, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",24,0.7853981633974482,0.32611244924351634,-0.20065484314170856
2861,2861,"(5, 5, 5, 5, 3, 1)",24,0.7853981633974482,0.3051128054236578,-0.1589103231043758
2862,2862,"(5, 5, 5, 5, 2, 1, 1)",24,0.7853981633974482,0.3381482232620252,-0.20385961640188643
2863,2863,"(5, 5, 5, 4, 4, 1)",24,0.7853981633974483,0.19086234360912852,-0.0264569881747585
2864,2864,"(5, 5, 5, 4, 1, 1, 1, 1, 1)",24,0.7853981633974481,0.26301923303118624,-0.21620264357126118
2865,2865,"(5, 5, 5, 3, 3, 1, 1, 1)",24,0.7853981633974483,0.2433146418276797,0.16176494133220487
2866,2866,"(5, 5, 5, 3, 2, 2, 2)",24,0.7853981633974483,0.3605349294535065,0.13568254977480887
2867,2867,"(5, 5, 5, 3, 1, 1, 1, 1, 1, 1)",24,0.7853981633974482,0.294167405949735,-0.27891601943299804
2868,2868,"(5, 5, 5, 2, 2, 2, 2, 1)",24,0.7853981633974483,0.19504222683712857,-0.041619589686244574
2869,2869,"(5, 5, 5, 2, 2, 2, 1, 1, 1)",24,0.7853981633974483,0.22557696560258123,0.10764825569186343
2870,2870,"(5, 5, 5, 2, 2, 1, 1, 1, 1, 1)",24,0.7853981633974482,0.2523422408764642,-0.1656382702395902
2871,2871,"(5, 5, 5, 2, 1, 1, 1, 1, 1, 1, 1)",24,0.7853981633974482,0.298723196927261,-0.2590100449925936
2872,2872,"(5, 5, 4, 4, 4, 2)",24,0.7853981633974483,0.1918907853270796,-0.06515956246056653
2873,2873,"(5, 5, 4, 4, 4, 1, 1)",24,0.7853981633974483,0.15853849428960348,-0.059157250042837006
2874,2874,"(5, 5, 4, 4, 3, 3)",24,0.7853981633974483,0.3049243452034802,0.05901065026429031
2875,2875,"(5, 5, 4, 4, 2, 2, 2)",24,0.7853981633974483,0.24184108555688577,-0.03998210061321039
2876,2876,"(5, 5, 4, 4, 1, 1, 1, 1, 1, 1)",24,0.7853981633974483,0.19121388903468084,0.16376442291767024
2877,2877,"(5, 5, 4, 2, 2, 2, 2, 2)",24,0.7853981633974482,0.2868575329719638,-0.14891372389355428
2878,2878,"(5, 5, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",24,0.7853981633974482,0.2680979748082253,-0.23143183497024644
2879,2879,"(5, 5, 3, 3, 3, 3, 2)",24,0.7853981633974483,0.22227692148837963,0.031882067332287656
2880,2880,"(5, 5, 3, 3, 3, 3, 1, 1)",24,0.7853981633974483,0.17016827072172186,-0.08762049621742918
2881,2881,"(5, 5, 3, 3, 3, 1, 1, 1, 1, 1)",24,0.7853981633974483,0.1935107154693041,0.1572487441387418
2882,2882,"(5, 5, 3, 3, 2, 2, 2, 2)",24,0.7853981633974483,0.28358987336176394,-0.08743981015805691
2883,2883,"(5, 5, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1)",24,0.7853981633974482,0.2210031377032049,-0.21625978583631067
2884,2884,"(5, 5, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",24,0.7853981633974482,0.3178878985563758,-0.2556176633760554
2885,2885,"(5, 5, 2, 2, 2, 2, 2, 2, 1, 1)",24,0.7853981633974483,0.16226927503652872,-0.053288480097188895
2886,2886,"(5, 5, 2, 2, 2, 2, 2, 1, 1, 1, 1)",24,0.7853981633974483,0.17382544041123182,-0.08574838529484463
2887,2887,"(5, 5, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1)",24,0.7853981633974482,0.1829233886435926,-0.11408353698120965
2888,2888,"(5, 5, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1)",24,0.7853981633974483,0.1956856217087548,0.14801610672602994
2889,2889,"(5, 5, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",24,0.7853981633974482,0.2171190140869701,-0.19706267642163233
2890,2890,"(5, 5, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",24,0.7853981633974481,0.2858760169390697,-0.25725394648096067
2891,2891,"(5, 4, 4, 4, 4, 3)",24,0.7853981633974482,0.225751808603734,0.09964105744450436
2892,2892,"(5, 4, 4, 4, 4, 1, 1, 1)",24,0.7853981633974482,0.12968980814938913,-0.10280426309682156
2893,2893,"(5, 4, 4, 4, 1, 1, 1, 1, 1, 1, 1)",24,0.7853981633974483,0.17198681523614656,0.14316274175562604
2894,2894,"(5, 4, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",24,0.7853981633974481,0.23287262893600502,-0.15585768901403352
2895,2895,"(5, 4, 3, 3, 3, 3, 3)",24,0.7853981633974483,0.3099096954923266,0.09448352205483779
2896,2896,"(5, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",24,0.7853981633974482,0.3220138521909437,-0.18203287416120695
2897,2897,"(5, 3, 3, 3, 3, 3, 3, 1)",24,0.7853981633974483,0.11756034149340316,-0.05456963220757416
2898,2898,"(5, 3, 3, 3, 3, 3, 2, 2)",24,0.7853981633974483,0.20578543704044017,-0.016457645848213964
2899,2899,"(5, 3, 3, 3, 3, 3, 1, 1, 1, 1)",24,0.7853981633974482,0.1447364567387659,-0.13301092960284766
2900,2900,"(5, 3, 3, 3, 3, 1, 1, 1, 1, 1, 1, 1)",24,0.7853981633974481,0.17335861887030823,-0.15214785262756436
2901,2901,"(5, 3, 3, 3, 2, 2, 2, 2, 2)",24,0.7853981633974481,0.23059974706454334,-0.09060781347470481
2902,2902,"(5, 3, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",24,0.7853981633974483,0.21464716672731576,0.16024494199807293
2903,2903,"(5, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",24,0.7853981633974481,0.26902532186711525,-0.1744387029987715
2904,2904,"(5, 3, 2, 2, 2, 2, 2, 2, 2, 2)",24,0.7853981633974483,0.2700055810990811,0.2248991612351059
2905,2905,"(5, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",24,0.7853981633974482,0.3586531472767138,-0.2014199626382851
2906,2906,"(5, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1)",24,0.7853981633974483,0.11914191693330367,-0.03403143256856822
2907,2907,"(5, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1)",24,0.7853981633974483,0.1370984415370468,-0.07134772856830107
2908,2908,"(5, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1)",24,0.7853981633974483,0.1415090653984521,0.0910475271255402
2909,2909,"(5, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1)",24,0.7853981633974482,0.1441699835726995,-0.10860117747888154
2910,2910,"(5, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1)",24,0.7853981633974482,0.1474211682058666,-0.12768605859150206
2911,2911,"(5, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",24,0.7853981633974482,0.15258705670057804,-0.1509116726935602
2912,2912,"(5, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",24,0.7853981633974482,0.1820165467316519,-0.1612922947856159
2913,2913,"(5, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",24,0.7853981633974482,0.22885144359131093,-0.17652269750605587
2914,2914,"(5, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",24,0.7853981633974481,0.31488205262352764,-0.2049957650589631
2915,2915,"(4, 4, 4, 4, 4, 3, 1)",24,0.7853981633974483,0.29784222994368736,0.08861242040395823
2916,2916,"(4, 4, 4, 4, 4, 2, 1, 1)",24,0.7853981633974483,0.347385944848698,0.16992477452962884
2917,2917,"(4, 4, 4, 4, 3, 3, 2)",24,0.7853981633974483,0.2813054367751669,0.0640031189239495
2918,2918,"(4, 4, 4, 4, 3, 3, 1, 1)",24,0.7853981633974483,0.23081418540590948,-0.06113653971817978
2919,2919,"(4, 4, 4, 4, 3, 1, 1, 1, 1, 1)",24,0.7853981633974483,0.3001357715990416,0.19163643320088664
2920,2920,"(4, 4, 4, 4, 2, 2, 2, 1, 1)",24,0.7853981633974483,0.22586335857737433,-0.05381244135624019
2921,2921,"(4, 4, 4, 4, 2, 2, 1, 1, 1, 1)",24,0.7853981633974482,0.2610859483545571,-0.1190348922815394
2922,2922,"(4, 4, 4, 4, 2, 1, 1, 1, 1, 1, 1)",24,0.7853981633974481,0.3213547674281685,-0.21694713242311447
2923,2923,"(4, 4, 4, 3, 3, 3, 1, 1, 1)",24,0.7853981633974483,0.18984389456681683,-0.05198474913792328
2924,2924,"(4, 4, 4, 3, 3, 2, 2, 2)",24,0.7853981633974483,0.28439645110899064,0.005367536362194891
2925,2925,"(4, 4, 4, 3, 3, 1, 1, 1, 1, 1, 1)",24,0.7853981633974482,0.22163146940135636,-0.12449006142638197
2926,2926,"(4, 4, 4, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1)",24,0.7853981633974483,0.2763938508601269,0.22558443814882523
2927,2927,"(4, 4, 4, 2, 2, 2, 2, 2, 1, 1)",24,0.7853981633974483,0.17560273623819223,-0.023010891592570637
2928,2928,"(4, 4, 4, 2, 2, 2, 2, 1, 1, 1, 1)",24,0.7853981633974483,0.19157716971621036,-0.06074377472851733
2929,2929,"(4, 4, 4, 2, 2, 2, 1, 1, 1, 1, 1, 1)",24,0.7853981633974483,0.2086215427965845,0.09758113256882517
2930,2930,"(4, 4, 4, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1)",24,0.7853981633974481,0.23656554166204025,-0.1482692447442826
2931,2931,"(4, 4, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",24,0.7853981633974482,0.29182926899668793,-0.2403790627332878
2932,2932,"(4, 4, 3, 3, 3, 3, 3, 1)",24,0.7853981633974483,0.1289587003723393,0.026210541329656445
2933,2933,"(4, 4, 3, 3, 3, 3, 2, 2)",24,0.7853981633974483,0.220014400018183,0.06069180368520383
2934,2934,"(4, 4, 3, 3, 3, 3, 1, 1, 1, 1)",24,0.7853981633974483,0.16021898525739914,-0.058742435674745686
2935,2935,"(4, 4, 3, 3, 3, 1, 1, 1, 1, 1, 1, 1)",24,0.7853981633974482,0.17506694269928147,-0.10697619959435833
2936,2936,"(4, 4, 3, 3, 2, 2, 2, 2, 2)",24,0.7853981633974483,0.26529488970153337,-0.03279040365010388
2937,2937,"(4, 4, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",24,0.7853981633974481,0.19743746516763316,-0.16279407911493848
2938,2938,"(4, 4, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",24,0.7853981633974482,0.2558711876131481,-0.2437002499716403
2939,2939,"(4, 4, 2, 2, 2, 2, 2, 2, 2, 1, 1)",24,0.7853981633974483,0.14644941126044153,-0.01858409474368461
2940,2940,"(4, 4, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1)",24,0.7853981633974483,0.15652677993115727,-0.04687944807276967
2941,2941,"(4, 4, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1)",24,0.7853981633974483,0.163154833127295,-0.06955791136699485
2942,2942,"(4, 4, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1)",24,0.7853981633974482,0.1716168504381388,-0.09432473145747444
2943,2943,"(4, 4, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",24,0.7853981633974482,0.18517268012124166,-0.1262438162893309
2944,2944,"(4, 4, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",24,0.7853981633974483,0.20919772131904413,0.17404111424599478
2945,2945,"(4, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",24,0.7853981633974482,0.26328955858507364,-0.2572262872629407
2946,2946,"(4, 3, 3, 3, 3, 3, 3, 2)",24,0.7853981633974483,0.17213392966239394,0.07253855071244447
2947,2947,"(4, 3, 3, 3, 3, 3, 3, 1, 1)",24,0.7853981633974483,0.12175817562934588,-0.0363477739532474
2948,2948,"(4, 3, 3, 3, 3, 3, 1, 1, 1, 1, 1)",24,0.7853981633974481,0.13518051888698945,-0.08844343343390015
2949,2949,"(4, 3, 3, 3, 3, 2, 2, 2, 2)",24,0.7853981633974483,0.2094788086196135,-0.0032764398196718503
2950,2950,"(4, 3, 3, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1)",24,0.7853981633974483,0.14043094978108162,0.12401981246338334
2951,2951,"(4, 3, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",24,0.7853981633974483,0.16190964856068746,0.14775575096187055
2952,2952,"(4, 3, 3, 2, 2, 2, 2, 2, 2, 2)",24,0.7853981633974483,0.23404103498441176,-0.08297273387171256
2953,2953,"(4, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",24,0.7853981633974482,0.21260688261945493,-0.16248576349074995
2954,2954,"(4, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",24,0.7853981633974482,0.2996445933081535,-0.19517794399849286
2955,2955,"(4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1)",24,0.7853981633974483,0.12577753695281024,-0.03392078894231787
2956,2956,"(4, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1)",24,0.7853981633974483,0.1333885197034464,-0.05743044935427921
2957,2957,"(4, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1)",24,0.7853981633974483,0.13609381120418668,-0.07428666996924349
2958,2958,"(4, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1)",24,0.7853981633974482,0.1383008070769014,-0.09064522709421752
2959,2959,"(4, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",24,0.7853981633974482,0.1414911695571064,-0.10894592486861931
2960,2960,"(4, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",24,0.7853981633974482,0.14688364958706135,-0.13147427617190655
2961,2961,"(4, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",24,0.7853981633974483,0.16187530718366627,0.1563232261137113
2962,2962,"(4, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",24,0.7853981633974483,0.2080934566085748,0.17360931684051906
2963,2963,"(4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",24,0.7853981633974482,0.29440358306147907,-0.2084492212819562
2964,2964,"(3, 3, 3, 3, 3, 3, 3, 2, 1)",24,0.7853981633974483,0.32949341228330886,-0.07699105512135507
2965,2965,"(3, 3, 3, 3, 3, 3, 2, 2, 1, 1)",24,0.7853981633974483,0.25047834181729633,-0.03255799000853177
2966,2966,"(3, 3, 3, 3, 3, 3, 2, 1, 1, 1, 1)",24,0.7853981633974481,0.3265393892765056,-0.13939060047468121
2967,2967,"(3, 3, 3, 3, 3, 2, 2, 2, 2, 1)",24,0.7853981633974483,0.17492517590955253,0.04694968596804372
2968,2968,"(3, 3, 3, 3, 3, 2, 2, 2, 1, 1, 1)",24,0.7853981633974483,0.2077536314415821,-0.011984317058032268
2969,2969,"(3, 3, 3, 3, 3, 2, 2, 1, 1, 1, 1, 1)",24,0.7853981633974483,0.24197443503028282,-0.06594690415884674
2970,2970,"(3, 3, 3, 3, 3, 2, 1, 1, 1, 1, 1, 1, 1)",24,0.7853981633974483,0.3117049231436182,0.1597755628321389
2971,2971,"(3, 3, 3, 3, 2, 2, 2, 2, 2, 1, 1)",24,0.7853981633974483,0.16375390642764326,0.030578624865998605
2972,2972,"(3, 3, 3, 3, 2, 2, 2, 2, 1, 1, 1, 1)",24,0.7853981633974483,0.17992616171558268,-0.00401400869135049
2973,2973,"(3, 3, 3, 3, 2, 2, 2, 1, 1, 1, 1, 1, 1)",24,0.7853981633974483,0.19769689789128153,-0.037733083360392605
2974,2974,"(3, 3, 3, 3, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1)",24,0.7853981633974483,0.22817258836289067,-0.08494185287001788
2975,2975,"(3, 3, 3, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",24,0.7853981633974482,0.2945343481258842,-0.1753025392811649
2976,2976,"(3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 1)",24,0.7853981633974483,0.13060852529581557,0.059479967674721634
2977,2977,"(3, 3, 3, 2, 2, 2, 2, 2, 2, 1, 1, 1)",24,0.7853981633974483,0.15089465394075324,0.019272420996145512
2978,2978,"(3, 3, 3, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1)",24,0.7853981633974483,0.1594914721867418,-0.004613865932803662
2979,2979,"(3, 3, 3, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1)",24,0.7853981633974483,0.16902195220647787,-0.02833827639833686
2980,2980,"(3, 3, 3, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1)",24,0.7853981633974483,0.1841322056330007,-0.058060797818529686
2981,2981,"(3, 3, 3, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",24,0.7853981633974482,0.21209756979188032,-0.10300957092271723
2982,2982,"(3, 3, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",24,0.7853981633974482,0.2739867370930229,-0.19118610645535483
2983,2983,"(3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1)",24,0.7853981633974483,0.13007852472989312,0.028487373416476613
2984,2984,"(3, 3, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1)",24,0.7853981633974483,0.13868599791238212,0.004023191656200409
2985,2985,"(3, 3, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1)",24,0.7853981633974483,0.142983805321848,-0.01406804137946871
2986,2986,"(3, 3, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1)",24,0.7853981633974483,0.1476948169076857,-0.03217635114423878
2987,2987,"(3, 3, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",24,0.7853981633974483,0.15501152152304415,-0.053420462912627364
2988,2988,"(3, 3, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",24,0.7853981633974483,0.16777764400823064,-0.0817174163300578
2989,2989,"(3, 3, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",24,0.7853981633974482,0.1921563386487426,-0.12542780156818178
2990,2990,"(3, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",24,0.7853981633974482,0.2468066447471191,-0.21148008203461277
2991,2991,"(3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1)",24,0.7853981633974483,0.10575795133690452,0.028055962883916263
2992,2992,"(3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1)",24,0.7853981633974483,0.12303915168134111,-0.007027994112393188
2993,2993,"(3, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1)",24,0.7853981633974483,0.1266438183377887,-0.02470930677692529
2994,2994,"(3, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1)",24,0.7853981633974483,0.1280773081629203,-0.03936496133060352
2995,2995,"(3, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1)",24,0.7853981633974483,0.1295127941272181,-0.05415847303014232
2996,2996,"(3, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",24,0.7853981633974483,0.132010638697503,-0.07086106875689246
2997,2997,"(3, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",24,0.7853981633974483,0.13671060835490145,0.09146372062326513
2998,2998,"(3, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",24,0.7853981633974482,0.14562426658491034,-0.11938940725892877
2999,2999,"(3, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",24,0.7853981633974481,0.16343570828879983,-0.16245314221542895
3000,3000,"(3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",24,0.7853981633974483,0.24594338116547476,0.2044414218047068
3001,3001,"(22, 2, 1)",25,0.7853981633974483,0.2536935456890897,0.20289016821469602
3002,3002,"(21, 3, 1)",25,0.7853981633974483,0.29716591116854973,0.1615924724752899
3003,3003,"(21, 2, 1, 1)",25,0.7853981633974483,0.2981141448700928,0.20682862225141285
3004,3004,"(20, 4, 1)",25,0.7853981633974483,0.31601538509873905,0.14358771746707255
3005,3005,"(20, 3, 2)",25,0.7853981633974483,0.2449548972888541,0.19810315078456536
3006,3006,"(20, 3, 1, 1)",25,0.7853981633974482,0.35263950141347244,-0.1716478721718513
3007,3007,"(20, 2, 2, 1)",25,0.7853981633974481,0.19874038437909292,-0.19396694892123278
3008,3008,"(20, 2, 1, 1, 1)",25,0.7853981633974481,0.31844814556604906,-0.20327537718929545
3009,3009,"(19, 5, 1)",25,0.7853981633974483,0.32518445898737175,0.1345165274714294
3010,3010,"(19, 4, 2)",25,0.7853981633974483,0.23017667926526214,0.19000277050879405
3011,3011,"(19, 4, 1, 1)",25,0.7853981633974482,0.3772908430383275,-0.15414106238485026
3012,3012,"(19, 3, 1, 1, 1)",25,0.7853981633974482,0.3788298112528379,-0.17442172059735483
3013,3013,"(19, 2, 2, 1, 1)",25,0.7853981633974482,0.23242138492077835,-0.20017629431197115
3014,3014,"(19, 2, 1, 1, 1, 1)",25,0.7853981633974481,0.3298415592414701,-0.1988133287497007
3015,3015,"(18, 6, 1)",25,0.7853981633974483,0.328898765520467,0.12968993663190032
3016,3016,"(18, 5, 2)",25,0.7853981633974483,0.2424777015107809,0.16542599865558621
3017,3017,"(18, 5, 1, 1)",25,0.7853981633974481,0.3899068781338215,-0.1445259861683148
3018,3018,"(18, 4, 3)",25,0.7853981633974483,0.271792307741101,0.16327267595721173
3019,3019,"(18, 4, 1, 1, 1)",25,0.7853981633974482,0.4066682253186862,-0.15894526082235494
3020,3020,"(18, 3, 3, 1)",25,0.7853981633974482,0.24495698457264847,-0.16089730563040305
3021,3021,"(18, 3, 2, 2)",25,0.7853981633974483,0.2551400377675771,0.24579657266224136
3022,3022,"(18, 3, 1, 1, 1, 1)",25,0.7853981633974482,0.39382826506551183,-0.17509890178307863
3023,3023,"(18, 2, 2, 2, 1)",25,0.7853981633974483,0.18107941295611685,0.1657270067260539
3024,3024,"(18, 2, 2, 1, 1, 1)",25,0.7853981633974483,0.2472471486681993,0.19778415032794072
3025,3025,"(18, 2, 1, 1, 1, 1, 1)",25,0.7853981633974482,0.336867051872237,-0.19476239076825852
3026,3026,"(17, 7, 1)",25,0.7853981633974483,0.32841494928675735,0.12711940722352705
3027,3027,"(17, 6, 2)",25,0.7853981633974483,0.2465356990440563,0.15251489314458488
3028,3028,"(17, 6, 1, 1)",25,0.7853981633974481,0.39564375754234593,-0.13900014277831207
3029,3029,"(17, 5, 3)",25,0.7853981633974483,0.2095873690008928,0.18850794466029708
3030,3030,"(17, 5, 1, 1, 1)",25,0.7853981633974481,0.4211159816625525,-0.15004861307212103
3031,3031,"(17, 4, 2, 2)",25,0.7853981633974483,0.28791835399807925,0.2067049360440974
3032,3032,"(17, 4, 1, 1, 1, 1)",25,0.7853981633974483,0.4236123651285215,0.16172854597632913
3033,3033,"(17, 3, 3, 2)",25,0.7853981633974483,0.24219919211668822,0.1504157309265245
3034,3034,"(17, 3, 3, 1, 1)",25,0.7853981633974482,0.289029224275299,-0.17276878561825537
3035,3035,"(17, 3, 1, 1, 1, 1, 1)",25,0.7853981633974481,0.40323252941363297,-0.1751942360497214
3036,3036,"(17, 2, 2, 2, 1, 1)",25,0.7853981633974481,0.19376848055745288,-0.18867601177655224
3037,3037,"(17, 2, 2, 1, 1, 1, 1)",25,0.7853981633974483,0.25517912504215623,0.19379583971694192
3038,3038,"(17, 2, 1, 1, 1, 1, 1, 1)",25,0.7853981633974482,0.34139792103177236,-0.1914131571626907
3039,3039,"(16, 8, 1)",25,0.7853981633974483,0.32345115227976806,0.12573759271223428
3040,3040,"(16, 7, 2)",25,0.7853981633974483,0.24505188588944243,0.14513456624445198
3041,3041,"(16, 7, 1, 1)",25,0.7853981633974482,0.39601441021886785,-0.13575609366201657
3042,3042,"(16, 6, 3)",25,0.7853981633974483,0.19590799349974886,0.1814411604548427
3043,3043,"(16, 6, 1, 1, 1)",25,0.7853981633974481,0.4277034176267165,-0.14474973411828174
3044,3044,"(16, 5, 4)",25,0.7853981633974483,0.2919421924863049,0.1356870527102994
3045,3045,"(16, 5, 2, 2)",25,0.7853981633974483,0.30442779872576226,0.18242954165873204
3046,3046,"(16, 5, 1, 1, 1, 1)",25,0.7853981633974483,0.43904375106636184,0.15383465550459618
3047,3047,"(16, 4, 4, 1)",25,0.7853981633974483,0.2652732451044111,0.14592330081135463
3048,3048,"(16, 4, 1, 1, 1, 1, 1)",25,0.7853981633974481,0.43421993744514076,-0.16374908556030032
3049,3049,"(16, 3, 3, 1, 1, 1)",25,0.7853981633974482,0.3087891475788833,-0.1762423160591755
3050,3050,"(16, 3, 2, 2, 2)",25,0.7853981633974481,0.26928756038631274,-0.2548235355229558
3051,3051,"(16, 3, 1, 1, 1, 1, 1, 1)",25,0.7853981633974483,0.40937438496975087,0.17527046241694588
3052,3052,"(16, 2, 2, 2, 2, 1)",25,0.7853981633974481,0.16898609208051596,-0.14205283817846315
3053,3053,"(16, 2, 2, 2, 1, 1, 1)",25,0.7853981633974483,0.20572263885682407,0.18746672351807803
3054,3054,"(16, 2, 2, 1, 1, 1, 1, 1)",25,0.7853981633974481,0.2597525720932108,-0.1897967921443282
