n,weyl_b,weyl_abs_c
6253,0.006258015393591165,0.003706885050593023
6263,0.006253069044218351,0.0037038798194650724
6273,0.006248134445348386,0.0037008818481627515
6283,0.006243211550467254,0.0036978911075618015
6293,0.006238300313318401,0.0036949075687040533
6303,0.006233400687900903,0.00369193120279121
6313,0.00622851262846813,0.0036889619811866226
6323,0.006223636089525031,0.0036859998754117385
6333,0.006218771025827408,0.003683044857148765
6343,0.006213917392379198,0.003680096898236229
6353,0.00620907514443142,0.003677155970668089
6363,0.006204244237480561,0.003674222046594622
6373,0.006199424627265415,0.003671295098318872
6383,0.006194616269767084,0.0036683750982993146
6393,0.006189819121206586,0.003665462019142751
6403,0.006185033138043472,0.0036625558336087494
6413,0.006180258276973438,0.0036596565146069793
6423,0.006175494494926992,0.0036567640351954367
6433,0.0061707417490684535,0.003653878368578667
6443,0.006165999996793514,0.0036509994881086527
6453,0.006161269195728181,0.00364812736728215
6463,0.006156549303726777,0.0036452619797424646
6473,0.006151840278870446,0.0036424032992741218
6483,0.006147142079465817,0.003639551299804644
6493,0.006142454664043562,0.003636705955403663
6503,0.006137777991355897,0.003633867240281141
6513,0.006133112020376252,0.0036310351287873743
6523,0.006128456710297159,0.003628209595408549
6533,0.006123812020528807,0.0036253906147720727
6543,0.006119177910697549,0.003622578161639467
6553,0.006114554340644507,0.0036197722109090336
6563,0.006109941270423802,0.003616972737613189
6573,0.006105338660301829,0.003614179716918464
6583,0.006100746470755147,0.0036113931241246178
